link,time,tweet,topic_idx,topic,similarity
https://x.com/toshio_tamogami/status/1701741382808089079,2023-09-12T23:35:37+00:00,消費税をゼロにするという野党がある。かつて私は無責任なことを言う、代わりの財源はどうするのかと思っていた。しかし今は税は財源ではないということが分かって彼らがそれを認識していたのかどうかは分からないがいいではないかと思うようになった。景気が悪いときは税を下げるのが正しいのだ,8,税の偏在是正措置,0.45728284
https://x.com/toshio_tamogami/status/1811222459305374020,2024-07-11T02:14:19+00:00,国債発行は国民に対するおカネの供給だ。国債は借金ではない。そして税金は国民からおカネを没収することだ。そして没収したおカネを国が財源として使うことはない。国債を予算を組んで償還している国は日本だけだ。外国ではなぜ返さないのか。返す必要がないからだ。財政法4条を直したらよい,8,税の偏在是正措置,0.45551503
https://x.com/toshio_tamogami/status/1787215881350853058,2024-05-05T20:20:45+00:00,の3分の2程度は個人消費だ。個人消費が伸びなければは伸びない。そして個人消費は給料が上がらなければ伸びない。政府は移民で給料を抑え急場を凌ごうとするが移民が増えて悪循環の繰り返しになる。政府の財政出動を増やし仕事を作り国民を豊かにすべきだ。人手不足は給料が安いから起きる,7,少子化対策と高齢者福祉,0.4541143
https://x.com/toshio_tamogami/status/1750977506658902332,2024-01-26T20:22:23+00:00,来年度自衛隊の統合司令部が出来て三自衛隊を一元的に指揮する態勢が造られる。ようやくという感じであるがいい事だと思う。しかしその所在地が市ヶ谷というのは良くない。政治が関与し易いようにと市ヶ谷に置いたのだろうが戦争の時の被害極限を考えると司令部と政治中枢とは分散配置すべきだと思う,10,地下シェルターの整備計画,0.45326078
https://x.com/toshio_tamogami/status/1857159577420337322,2024-11-14T20:32:02+00:00,国民民主党の玉木代表が不倫問題で叩かれている。103万円の壁を破る減税を主張していることで減税反対派がこの時期にわざと仕掛けているのだろう。しかし日本の経済立て直しのためには減税が不可欠だ。今の日本には、不倫はしないが減税も主張しない政治家よりは、不倫はしても減税を主張する政治家の方が大切だ。減税が豊かな国民生活をつくる。玉木代表頑張れ,8,税の偏在是正措置,0.45285985
https://x.com/toshio_tamogami/status/1803520361490952300,2024-06-19T20:08:56+00:00,都知事選が始まります。都政の目標は都民の安全で豊かな暮らしを守ることだ。しかしここ十数年の都政の結果を見れば繁華街などの治安は悪化し都民の実質的所得も減少している。少子化も一層進行中だ。公約を掲げても安全で豊かな東京を作ることが出来なければ意味がない。政治はいい結果によって評価されるべきだ。私の実行力に期待してください,7,少子化対策と高齢者福祉,0.4513511
https://x.com/toshio_tamogami/status/1907209537146474635,2025-04-01T23:12:42+00:00,日常的に政治とカネの問題が起き、野党の追及が始まる。事件が起きる都度政治資金規正法が厳しくなる。それまでの法さえ守ることが出来ないのに更に厳しくなっては其れを守れるはずがない。政治資金規正法をもっと緩やかにすればよいのではないか。そして政治家が貰った金は何に使おうが自由にすべきだ。それが嫌な人は寄付しなければよい。いつでも政治とカネの問題で政策論争が十分にできないでいるのだから、そんな問題が起きないように法を改正すべきなのだ,4,選挙妨害対策,0.44924557
https://x.com/toshio_tamogami/status/1884700527017288067,2025-01-29T20:29:56+00:00,我が国の租税負担率は昨年で45.1％という報道があった。稼いだ金の半分近くが徴収される。国際的にみて一番高いとか。金を集めて配るぐらいだったら始めから取らなければよい。しかし集めて配る過程で政治家や官僚などがうまい汁が吸えるから自民党増税政権の体質は変わらない。景気が悪いから今こそ減税が必要なのに。国民民主党の103万円の壁の減税提案も出来るだけ抑えようとする。自民党は国民を貧困に追い込む反日政権に成り下がってしまった,8,税の偏在是正措置,0.447941
https://x.com/toshio_tamogami/status/1894170741010305061,2025-02-24T23:41:11+00:00,財政運営を巡り自民党内が2つに分かれている。「今は国の借金が大変なことになっているから、これ以上、借金をしてはいけない」と考えるのが財政規律派だ。一方、「今は経済が大変なことになっているから、国が借金をしてでも市中におカネをまわすべき」と考えるのが積極財政派である。この30数年財政規律派の意見に従ってきたが国の経済は良くならない。もう財政規律派は意見を言う資格がないと思う。積極財政派に国の舵取りを任せるべきだ,8,税の偏在是正措置,0.4477537
https://x.com/toshio_tamogami/status/1707171508257505569,2023-09-27T23:12:59+00:00,政府は半導体など重要物資へ投資を拡大するそうだ。いい事だ。国がお金をかけなければ世界の技術競争に負けてしまう。平成以降の30年我が国は税が安定財源、国債は借金という間違った認識のもと政府支出を抑えてきた。そして世界に後れを取り経済も低迷している。政府支出の拡大が国を強くする,8,税の偏在是正措置,0.44707215
https://x.com/toshio_tamogami/status/1787576832898068745,2024-05-06T20:15:03+00:00,外国人による土地購入、移民拡大など制約を設けて欲しいと多くの国民が思っているのにそれはやらない。そして労使に任せればいいのにやらなくてもいい働き方改革による残業規制。2024年問題が起きる。これらは多くの国民のためではなく政治家や役所の利益を追求するから起きるのだ,17,外国人労働者の増加,0.446619
https://x.com/toshio_tamogami/status/1840859540163871057,2024-09-30T21:01:30+00:00,小泉総理が「民で出来る物は民で」と言い、国民の多くはこれが正しいとして受け入れた。しかしこれは大間違いだ。国民生活のインフラに関わるものは国や都道府県が実施すべきだ。民であれば儲けを出さなければならないので官がやるより安く出来る訳がない。小泉発言に騙されたのは官がやると税金が上がるという間違った認識がある。国は税を取らなくても国債発行で事業は出来る。税は国の事業の財源ではないということを政治家がしっかり理解しなければ増税路線が続き日本の売国は続く。国鉄や郵便局などの民営化は大失敗だった。今からでも国営に変戻せばよい,8,税の偏在是正措置,0.44594538
https://x.com/toshio_tamogami/status/1767642745144029368,2024-03-12T20:04:06+00:00,法案のような多くの国民が望まない法案も総理がその気になれば出来てしまう。憲法改正にも総理にはもっと気合を入れて取り組んで欲しいものだ。しかし国民投票で過半数を得るのは難しい。サヨクやマスコミが大反対キャンペーンを行うと予測されるからだ。だから嘗て教育勅語が国会決議で廃止されたように国会で現憲法無効決議をしたらいいという憲法学者がいる。そうすれば新憲法を作らざるを得なくなるというものだ,4,選挙妨害対策,0.44401032
https://x.com/toshio_tamogami/status/1757863248815366592,2024-02-14T20:23:52+00:00,地方のローカル鉄道や全国一律の安い郵便料金などは利益を求める民間で維持できるわけがない。国営ならば実施できる。しかし国営だとサービスが悪いとか、国営にすると税が上がるのではないかと考える人たちもいて(税は国の事業の財源ではなく実はそれは真実ではない、民でできることは民でとか言って民営化を推進してきた。国土の均衡ある発展のためには国民生活のインフラは国が整えなければそれは出来ない。国が不景気に喘いでいるときに小さな政府がいいわけがない,8,税の偏在是正措置,0.44380578
https://x.com/toshio_tamogami/status/1717651670535184836,2023-10-26T21:17:25+00:00,25日最高裁は性別変更の際、生殖不能手術要件を定めた性同一性障害特例法の規定を違憲とする決定をした。裁判官15人全員の意見が一致したとか。信じられない思いだ。今後いろんな問題が起こることが予想される。4年前には最高裁が合憲としていたが変更された。ならばまたあまり時間を置かずに変更してもらいたいものだ。日本は一体どこに向かっているのか,4,選挙妨害対策,0.44034207
https://x.com/toshio_tamogami/status/1901073944834437578,2025-03-16T00:52:03+00:00,石破茂首相は月日の衆院予算委員会で、同じ会社への勤続年数が長い人ほど優遇される現在の退職金課税制度に対して「見直すべきだ」と言及した。終身雇用の働き方を土台にした現行制度は、転職が主流となりつつある現代の働き方にはそぐわなくなってきていることなどから、税制調査会でも見直しが提言されていたそうだ。しかしこれは増税をするための一つの理屈に過ぎない。ステルス増税だ,7,少子化対策と高齢者福祉,0.4393537
https://x.com/toshio_tamogami/status/1716567763614093674,2023-10-23T21:30:21+00:00,我が国はが残した財政法4条に未だに縛られ国家の経済発展を停滞させている。プライマリーバランスなどという緊縮財政の考え方に捕らわれ国の投資を拡大できない。何か事業をやろうとするとすぐに財源の話になる。財源は国債発行なのだ。決して我の収めた税ではない。しかし政治家の発言などを聞いていてもこれを理解していないと思われることが多い。30年も続く不況が緊縮財政の考え方に原因があることに気付くべきだ,8,税の偏在是正措置,0.43744227
https://x.com/toshio_tamogami/status/1816992943112433789,2024-07-27T00:24:10+00:00,原子力規制委員会が26日の審査会で敦賀原発2号機の直下に活断層があると決めつけ当原発が再稼働不許可になる可能性が高くなった。活断層とは約1213万年前以降に活動し将来動く可能性のある断層だという。そんなことに科学的根拠が見つかるはずもない。原子力規制委員会は我が国の発展を妨害したいだけのように見える。委員会のメンバーを入れ替えた方がよい,11,「臨海地下鉄」の新設計画,0.43650353
https://x.com/toshio_tamogami/status/1722399609010712851,2023-11-08T23:44:02+00:00,国鉄や郵便局は国民生活のインフラである。民営化は大失敗だったと思う。地方のローカル線が民で維持できるわけがない。全国一律の郵便料金が民で出来る訳がない。国がやってこそ事業が出来る。こう言うと税が財源であると騙されている人はそんな金がどこにあると言うだろう。しかし国は必要な事業には国債発行で極度のインフレになるまでは金を供給すればよいのだ,8,税の偏在是正措置,0.43619215
https://x.com/toshio_tamogami/status/1804667842245386653,2024-06-23T00:08:37+00:00,本日10時から予定しておりました吉祥寺駅前の街宣活動は駅前封鎖のため場所を変更します。場所が決まり次第ポストします,4,選挙妨害対策,0.43617818
https://x.com/toshio_tamogami/status/1819482526202974470,2024-08-02T21:16:53+00:00,自民党の茂木幹事長はテレビの番組で、野党が言うように消費税を下げれば年金、介護、医療など給付を3割カットしないといけないと言っている。分かっていないと思う。国は健康保険の掛け金も年金の掛け金も含め税など取らなくても国債発行で給付は出来る。財源は税ではなく国債発行なのだ。自民がこの30年国民を貧しくして来たのが歳出削減と増税なのだ,8,税の偏在是正措置,0.4357121
https://x.com/toshio_tamogami/status/1874929980469305606,2025-01-02T21:25:16+00:00,昨日都内で神社巡りをしている間に衣料品、家庭用雑貨などを販売する大型店に寄った。驚いたのは従業員の多くが中国人などなのだ。日本の店でありながら外国人を多く雇用すれば当然日本人の雇用は失われる。経営側は外国人の雇用で給料など経費を下げて利益を増加させることが出来るがそれでは日本人は仕事を失い、給料は上がらない。外国人の日本における就労に制限をかけるべきだ,17,外国人労働者の増加,0.4334678
https://x.com/toshio_tamogami/status/1729607518924722325,2023-11-28T21:05:41+00:00,少子化担当大臣は2007年以降16年間で26代の大臣がいるが少子化は一向に改善されない。同時期財務大臣も16代にわたるがデフレ脱却は出来ない。外務大臣も18代になるが拉致問題は一向に進展しない。日本の内閣は集団無責任体制になっているのではないか。一生懸命やっているというのかもしれないが結果を出してこその政治ではないか。こんなに長期間何故いい結果が出ないのかよくよく分析してもらいたいものだ,7,少子化対策と高齢者福祉,0.43220112
https://x.com/toshio_tamogami/status/1903604520468599284,2025-03-23T00:27:39+00:00,講演のため佐賀県唐津市に来ている。大変立派なホテルに泊めてもらって朝食もバイキングで素晴らしい。しかしこの立派なホテルも不況が続き外資に買収されているとか。北海道のニセコなどでも日本国内でありながら外国人に日本人が労働者として使われているケースが多いとか。日本政府は土地や建物などが外資に買収されることにはほとんどお構いなしのようだ。世界はいつどう動くか分からない。国を守る上で現状を放置せずに対策を取るべきではないか,17,外国人労働者の増加,0.4321574
https://x.com/toshio_tamogami/status/1873879048017051887,2024-12-30T23:49:14+00:00,今減税を実施しなければ日本は衰退を続けるだけなのに自民党は大幅な減税には抵抗しております。自民党は国民生活を守る政党ではないことが判明しました。それが先の衆議院選の敗退であると思います。来年の参院選ではさらに負けることでしょう。自民党の衰退が国民経済の復興につながるのでいい事だと思います。大晦日を迎えました。今年も1年間私のにお付き合い頂き大変ありがとうございました,9,ふるさと納税制度の見直し,0.4321497
https://x.com/toshio_tamogami/status/1804973545832972341,2024-06-23T20:23:22+00:00,東京都政は都民の安全で豊かな暮らしを作り出すことだ。しかしこの十数年の政治ではいい結果が出ていない。東京の治安を改善し災害対処能力を向上することが必要だ。また外国人優遇政策を取り止め予算を都民の暮らしを守ることに振り向けるべきだ。若い人たちの実質所得を増やし結婚させなければ少子化は改善されない。そのために都民税の減税を実施する。企業などの住宅手当も50％補助を目指しこれを実施してくれる企業には法人税の減税で対応したらよいと思う,10,地下シェルターの整備計画,0.431915
https://x.com/toshio_tamogami/status/1702066379309117907,2023-09-13T21:07:02+00:00,岸田総理の内閣改造に伴う記者会見をテレビで見ていた。いろんな問題に対し一生懸命やりますと言っているが具体的なことは殆ど言っておらずなるほどと頷けるものがない。もっと心に響く演説をしてもらいたいものだ。情熱が感じられない印象だった,18,都職員のチャットGPT使用,0.42861867
https://x.com/toshio_tamogami/status/1789751075949383762,2024-05-12T20:14:43+00:00,岸田総理は財政出動は出来るだけ抑え増税をして国民生活を貧しくしておいて外国人を呼んで金を使ってもらいまた投資を呼び込むことに熱心だ。一体だれのための政治を行っているのか。日本を外国人に売り渡すつもりなのか。日本国民を豊にすれば国民が金を使い投資もするのだ。本末転倒の政治をやめよ,8,税の偏在是正措置,0.42764863
https://x.com/toshio_tamogami/status/1708933799076413521,2023-10-02T19:55:42+00:00,地方の公共交通機関が利用者減に苦しんでいる。地方では公務員も減り続けるし仕事が減っている。若者は仕事を求めて都会に出る。過疎化が進み公共交通機関の利用者が減る。国が若者たちが地方で就職できるようにもっと努力しないと国土の均衡ある発展が出来ない。やがて外国人に地方の土地が買い占められることにならないように,17,外国人労働者の増加,0.42612213
https://x.com/toshio_tamogami/status/1908612717713535415,2025-04-05T20:08:26+00:00,東大が70年ぶりの文理融合型の新学部「カレッジ・オブ・デザイン」を9年9月に作り、入学定員100人の半数程度を外国人学生とするとか。何故日本の大学が外国人に課程を開放するのか。外国人学生を入れると一人42万円の補助金が出るというのがその理由なのだと思う。政府は外国人の面倒を見るのを止めて日本人学生の面倒を見たらどうか。日本を外国にくれてやるような売国政策ばかりで、やがて日本が外国に乗っ取られる,17,外国人労働者の増加,0.42595974
https://x.com/toshio_tamogami/status/1786858729222398307,2024-05-04T20:41:33+00:00,岸田首相は、移民を増やして成功した国などないのに移民を増やすことに前のめりになっている。株主配当を増やすためには外交人労働者を増やし日本人の賃金を下げることが必要と考えているのだと思う。また移民増加でそこから政治家などが利権が得られることもあるだろう。株主配当や政治家の利権よりは一般国民の生活向上を重視してもらいたいものだ,17,外国人労働者の増加,0.4238057
https://x.com/toshio_tamogami/status/1881131548466155761,2025-01-20T00:08:05+00:00,1月19日の産経新聞主張、「首相は財政改善に責任を」。国と地方の基礎的財政収支(プライマリーバランス)を黒字化し借金依存の体質から早期に抜け出すべきと言う。この考え方は財務省に洗脳された増税路線を維持する必要があるという国民を貧乏にする考え方だ。税金は国民の行動を抑制する罰金であり、国は財源としては徴収する必要はない。大新聞の論説委員が間違いを堂と主張するようでは困るではないか,7,少子化対策と高齢者福祉,0.42272627
https://x.com/toshio_tamogami/status/1921366679415849082,2025-05-11T00:48:08+00:00,日本学術会議の独立行政法人化が検討されている。彼らは国が財政負担をすべきだ、しかし国の指導は廃止して会議員の人選も業務内容も勝手にやらせてくれと言っている。勝手にやりたければ自分たちでカネを集めてやればよい。これまで学術会議は中国軍の軍事技術の発展には貢献するが自衛隊の軍事技術発展には協力しないという態度だった。こんな反日団体を政府が甘やかすから日本はいつまでも反日と戦う羽目になる。親日に厳しく反日に甘い日本政府、方針を変えて日本国民のための政治をやって欲しいものだ,0,高校授業料の「実質無償化,0.42242795
https://x.com/toshio_tamogami/status/1832922212325826728,2024-09-08T23:21:24+00:00,自民党総裁選で茂木氏と林氏の防衛費増額を巡る発言が異なっている。茂木氏が増税ゼロでやると言い、林氏は歳出改革などを行うが不足分は増税という従来の政府の立場を説明している。しかし総裁を目指す二人とも税が国の事業の財源であると思っているようだ。税は財源ではなく国債発行で予算は確保されるのだ。国民生活が苦しいときには減税こそが正しい政策なのだ,9,ふるさと納税制度の見直し,0.42098272
https://x.com/toshio_tamogami/status/1769539800187695433,2024-03-18T01:42:19+00:00,自民党議員とダンサーの件、盛り上がっているがこれで最後にします。庶民がやっていることは政治家も何でもやってよいと私は思っている。それをやるかやらないかは本人たちに任されるべきことだ。政治家は政治的結果責任は問われるべきであるが、法に触れない限り行動についていちいち文句を言うべきでない。公費が使われているとかいうが公費と言っても皆様の税金から支給されていることはない。税は国の事業の財源ではないのだ。政治家が得た収入をどう使うかは政治家の自由だ。それが嫌な人は寄附などしなければいい,4,選挙妨害対策,0.42016962
https://x.com/toshio_tamogami/status/1706406687857611190,2023-09-25T20:33:52+00:00,杉田水脈議員が国連女性差別撤廃委員会の参加者について「チマ・チョゴリやアイヌ民族衣装のコスプレおばさんまで登場」と書き込んだブログやツイッターの投稿について札幌法務局が人権侵害の事実があったと認定し今後発言に注意するよう啓発したとか。これが人権侵害か、いいじゃないかそれぐらい。マスコミが反日に甘く親日に厳しいが法務局までそうなっては誰が日本の味方をしてくれるのか。玉城沖縄県知事の国連人権委員会での発言などの方がよほど問題ではないか,18,都職員のチャットGPT使用,0.4195938
https://x.com/toshio_tamogami/status/1697407585572561048,2023-09-01T00:34:39+00:00,来年度の概算要求が過去最大114兆円となり、昨年度の税収が71兆円ほどなのでまた増税の話が出てきそうだ。我が国で言うところの赤字国債を返済しなければならないとしている国は我が国以外にはない。国債は返済する必要はないからだ。日本国民がこのことに気づかないと増税で虐められるだけだ,9,ふるさと納税制度の見直し,0.41691023
https://x.com/toshio_tamogami/status/1735068133369815519,2023-12-13T22:44:13+00:00,防衛費増の安定財源として防衛増税が叫ばれていたが当面はに送られることになった。しかしこの景気が悪いときに増税が話題になるのは増税によって儲かる人たちが一部いるからだ。税は財源としては全く必要がないのに、戦後長期にわたり財政法4条の制約により税収の範囲の中で予算を組み、国債発行は借金だと宣伝されてきた。国民の多くが税が財源、国債発行は借金と騙されている。この認識を改めないと積極財政に打って出ることが出来ず日本の経済的低迷は続く,8,税の偏在是正措置,0.41627836
https://x.com/toshio_tamogami/status/1803190240754217294,2024-06-18T22:17:09+00:00,国会で問題になっている政治資金規正法の問題はいつまで続くのか。こんな政治家のためだけの議論で時間を潰し本来やるべき国民を幸福にする政治をやる時間が無くなる。国民の多くはもう辟易している。細かいことを決めればどうせまた次の問題が起きる。もういい加減にしてもらいたい,4,選挙妨害対策,0.4151176
https://x.com/toshio_tamogami/status/1790487027508773119,2024-05-14T20:59:07+00:00,私たちがある目的をもって団体を作りその団体の事業をやろうとするときの経費は団体に入会した人たちの会費でまかなわれる。そして多くの国民は、日本は税金を会費として国の事業を行っていると誤解している。国が私たちの作る団体と根本的に違うのは国には通貨発行権があるということだ。だから基本的には会費即ち税を徴収する必要はない。これを多くの国民が認識しないと岸田増税路線に虐められ続けることになる,8,税の偏在是正措置,0.41509706
https://x.com/toshio_tamogami/status/1819150449939042577,2024-08-01T23:17:20+00:00,政府は7月29日基礎的財政収支()が令和7年度に8千億円の黒字になる見通しを発表した。が黒字になるのがいい事のような発表だがロクなことではない。政府が黒字になれば国民は赤字だ。国民が黒字の方がいいに決まっている。バブルで景気がいい頃、国は常に赤字だ。が黒字になるくらいなら税を下げてを赤字にした方がよいのだ。国の赤字が大きいほど国民は豊かになれる,7,少子化対策と高齢者福祉,0.41456866
https://x.com/toshio_tamogami/status/1710462350120387057,2023-10-07T01:09:37+00:00,今週はスポーツの日の3連休ですが、毎年祝祭日が連休のために移動するようになってその意義を意識することが希薄になったように感ずる。個人的には祝祭日は固定した方がいいと思っています。何でも変えることが先進的のような風潮があるが、体育の日が何故スポーツの日になったのかもよく分からない,2,神宮外苑の再開発,0.41311175
https://x.com/toshio_tamogami/status/1843055974208417989,2024-10-06T22:29:21+00:00,我が国の財政支出の伸びはこの30年間7各国などの半分だ。石破首相も野党第一党の野田党首も財政均衡、緊縮財政主義者だ。デフレ脱却のためには財政支出を拡大することが必要であるが財政法4条に縛られたこの2人では日本が積極財政に打って出ることは難しい。残念ながら積極財政に打って出るリーダー出現までは我が国の景気低迷は続くだろう,8,税の偏在是正措置,0.41253728
https://x.com/toshio_tamogami/status/1864427128336601570,2024-12-04T21:50:41+00:00,日本の政治は政策立案活動そっちのけでいつも政権闘争ばかりやっている。国会において、兵庫県知事の件、玉城雄一郎代表の不倫問題など、もういい加減にして国民生活を守る大幅減税についてもっとまじめに議論してもらいたい。国会の男性議員の多くは不倫したことがあると私は思っている。自分もやっているくせに、ばれないのでばれた人のことを大きな顔で攻めている,4,選挙妨害対策,0.41209704
https://x.com/toshio_tamogami/status/1739010869445775718,2023-12-24T19:51:15+00:00,民主主義とは多数決が原則だ。勿論少数意見を尊重することも重要だ。しかし今我が国ではリベラルと言われる人たちがごく少数の人たちの考える行動や言論を守ろうとして多数の人が迷惑を被るという現象がよくみられる。本末転倒だ。理解増進法などがその代表だ。多様性というが多様性を認めろと言うならば多様性反対の意見を認めてこそ真の多様性だ,4,選挙妨害対策,0.41175306
https://x.com/toshio_tamogami/status/1801989709360705667,2024-06-15T14:46:40+00:00,明日12時より、中央区築地の事務所で会見を開催する事になりました。の方も参加可能です。 参加希望の方は以下までメールを下さい。参加多数の場合、締め切りお断りをする場合がありますが、ご了承ください,18,都職員のチャットGPT使用,0.41051096
https://x.com/toshio_tamogami/status/1762779850484691334,2024-02-28T10:00:41+00:00,岐阜県岐南町の町長のセクハラ疑惑とか言ってテレビが騒いでいる。なんともまあうるさい世の中になったものだ。日本に昔からあった寛容性が失われている。多くの人にとって気を遣いながら生きる息苦しい時代になった。それにしても町長が記者会見で泣いてはいけない。男が泣いていいのはたった一つの場合だけだ。それは向こうずねをしたたか打った場合だけだ,5,歌舞伎町や「トー横キッズ」問題,0.40994203
https://x.com/toshio_tamogami/status/1841946483559694744,2024-10-03T21:00:38+00:00,政府が新とか言って貯蓄より投資を進める。しかし投資で儲かる人はほんの少数で多くの人は損をするのが実態ではないのか。それなのに政府が国民に投資を勧めるのは国民生活を守るためではなく一部の人たちの利益を増大させることを狙っているのではないか。投資にはリスクが伴うものだとは言え政府の言うことを聞いたら大損をしたという人が増えては国民が政府を信頼できなくなる,8,税の偏在是正措置,0.40964139
https://x.com/toshio_tamogami/status/1753398223522464104,2024-02-02T12:41:27+00:00,自民党のパーティー収入不記載問題が脱税とか公金チューチューとか報道される。他人の金を盗ったみたいな報道であるがマスコミも国民を誤誘導している。パーティー収入は政治資金であり元無税であるから脱税には当たらない。国のカネを盗ったのではなく献金を受けただけであり公金チューチューにも当たらない。単なる不記載というだけだ。政治家だって使い道を公にしたくない場合もあるだろう。だから収入として記載したくない場合もあるだろう。政治資金規正法が厳しすぎるからこのような問題が起きる。政治家が寄付を受けたカネはもっと自由に使えるように法を緩やかにすべきだ。それが嫌な人は寄付をしなければよい,9,ふるさと納税制度の見直し,0.4085418
https://x.com/toshio_tamogami/status/1760410874647625978,2024-02-21T21:07:14+00:00,国土のインフラである交通網、電気、ガス、水道などは、国が維持しなければならない。民でできるものは民でと小泉総理が言ったが人口が多い都市地区ではそれが出来るが地方ではできない。その結果地方の過疎化が加速し国土の均衡ある発展は出来ない。地方の人口が減り外国人に乗っ取られる。国は地方のインフラを整備し、予算も十分回すべきだ。こう言うと税が国の事業の財源だと思っている人たちは反対する。そんなに税を上げないでくれというわけだ。しかし国債発行で事業は出来るのだ。税は必要ない,8,税の偏在是正措置,0.40749627
https://x.com/toshio_tamogami/status/1703521355445215260,2023-09-17T21:28:35+00:00,日本は平成以降衰退途上国状態にある。国力の基盤である経済力が30年間も成長しないのは経済財政政策が間違っているのだ。小さな政府がいい、民でできるものは民でと政府の財政支出を削ってきた。この緊縮財政を直そうとすると国債発行を借金だと言って抑えにかかる。今のままでは日本は沈没する,8,税の偏在是正措置,0.40627047
https://x.com/toshio_tamogami/status/1711835950454845739,2023-10-10T20:07:49+00:00,経団連は10日、自民党を中心とする与党の政策を10年連続で高く評価するとして会員企業に自民党への献金を呼び掛けた。更に少子化対策の財源を巡って消費税増税を検討するよう改めて同党に求めた。消費税上げ、法人税下げで株主配当増を狙っているのだと思う。この国民生活が困窮しているときに経団連は株主のために一般国民は貧しいままで居ろと言うのか,7,少子化対策と高齢者福祉,0.40544942
https://x.com/toshio_tamogami/status/1713648633273577583,2023-10-15T20:10:46+00:00,埼玉県議会の自民党県議団が提案した「虐待禁止条例改正案」が委員会可決後に取り下げられた。よかった。小学3年生以下の子どもを家に残してゴミ出しをすることや小学3年以下の子どもたちだけで下校することまで「虐待」になるというものだったという。そんなことは親が状況を見て判断することで、法令で縛るような話ではない。柔軟な対応が出来なくなるような規制を作るべきではない。暮らしにくくなるだけだ,4,選挙妨害対策,0.40508547
https://x.com/toshio_tamogami/status/1847738369729843470,2024-10-19T20:35:31+00:00,昨日の産経新聞に自民党の選挙広告が出ていた。この30年以上自民党は国民生活を豊かにできないで来た。そして広告では物価高を上回る所得向上と言っている。しかしそれをどのようにやるのかは分からない。お題目を掲げるのは簡単だ。お題目はいい事ばかり並べることが出来る。しかし政治はいい結果を出せなければ意味がない。この30年やるやる詐欺内閣が続いている,18,都職員のチャットGPT使用,0.40417504
https://x.com/toshio_tamogami/status/1788367851503706428,2024-05-09T00:38:16+00:00,この2、3日ニュースやバラエティー番組で突然中高年の認知症対策とか言って騒ぎ出した。このようなときは政府やその他の団体などがこれをネタに金儲けなどをしようとしていることが多い。認知症の危険を煽るが、それは男に女難の相があると言っている占い程度の話だと私は思っている。何が狙いなのか,5,歌舞伎町や「トー横キッズ」問題,0.40387434
https://x.com/toshio_tamogami/status/1751698381389656159,2024-01-28T20:06:53+00:00,女性が輝く社会とか言って女性を家庭から切り離し皆に仕事をさせる。しかし国会議員の奥方はほとんど働いていない。金持ちの奥方もほとんど働かず家庭にいる。女性が輝く社会とは、経営者が生活が間に合わない家庭の奥方をアルバイト的に低賃金で使い株主配当を増やす騙しの言葉なのだ。これを日本政府が奨励している。昔のようにお父さんが働けば家族数人が食べていける社会を目指すべきではないか。それで母親の愛情をたっぷり受けた子供が育つ,16,都庁の女性職員の割合,0.40332142
https://x.com/toshio_tamogami/status/1915966390961582268,2025-04-26T03:09:19+00:00,第96回メーデー中央大会が本日から代木公園で開催された。石破総理はトランプ関税から労働者を守ると強い決意を表明したと報道されたが、日本政府が決めている高い税金から労働者を守ると言ってもらいたいものだ。消費税は直ちに廃止してもらいたい。町内会は会費を徴収して集まったお金で事業を行う。しかし国は通貨発行権があるので会費を集めなくても事業は出来る。税が財源といつまでも国民を騙すのは止めて、豊かな国民生活を実現してもらいたい,9,ふるさと納税制度の見直し,0.40262806
https://x.com/toshio_tamogami/status/1889051424530784750,2025-02-10T20:38:51+00:00,石破総理はトランプ大統領にアメリカには150兆円の投資をすると約束した。令和6年度の我が国の国家予算は国債償還費を引くと85兆円ほどだから国家予算の2年分に近い。国内ではカネがないと言い緊縮財政で国民を苦しめながらアメリカには大盤振る舞いだ。能登半島地震への1年間の政府支出も7千億円程度だ。属国根性丸出しか,9,ふるさと納税制度の見直し,0.40253925
https://x.com/toshio_tamogami/status/1790115708535275551,2024-05-13T20:23:38+00:00,厚労省の年金財政の持続性点検でまた掛け金即ち税金が上がるだろう。年金は若いときに収めて年を取ってそれをもらうと多くの国民は騙されている。信じられないかもしれないが掛け金などなくても国は年金を支給できる。通貨発行権を持つ国の財政が厳しいということはあり得ない。なのに年金掛け金を管理運用する一部の人たちの利益のため国は掛け金を上げたがる。多くの国民が生活難に喘いでいるときにどこまで国民を虐めれば気が済むのか,9,ふるさと納税制度の見直し,0.39856297
https://x.com/toshio_tamogami/status/1883616573145137618,2025-01-26T20:42:41+00:00,一昨日、自民党議員である政治家が、政治は数だから自公で過半数を取らないと政策が実行が出来ないとい言っていた。自公が選挙で勝たなければならないと主張しているわけだ。しかし自公はこれまで過半数を持っていたし圧倒的多数の時代もあった。しかし国民生活の改善は出来なかった。やるやる詐欺内閣が続いてきた。もはや自公が選挙で大負けし自民党分裂の事態が起きなければ日本の衰退は続くだろう。参政党や保守党、そして国民民主党の躍進に期待したい,4,選挙妨害対策,0.3983851
